code_region,code_region_cvt,code_type,code_type_cvt,code_theme,code_theme_cvt,code_penalty_fee_flag,code_penalty_fee_flag_cvt,fund_title,fund_init_dt,fund_init_amount,fund_type_lv1,fund_type_lv2,fund_operator,fund_commission,fund_tot_commission
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]A,2018.04.17,165,해외채권형,신흥국채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]C,2018.04.09,85,해외채권형,신흥국채권,삼성자산운용,없음,1.13%
AOUT,해외투자,T50,해외채권형,EW102EG110,NA,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]C-P,2018.03.23,12,해외채권형,신흥국채권,삼성자산운용,없음,0.73%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]Cf,2019.05.13,54,해외채권형,신흥국채권,삼성자산운용,없음,0.26%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]Ci,2019.05.13,51,해외채권형,신흥국채권,삼성자산운용,없음,0.53%
AOUT,해외투자,T50,해외채권형,EW102EG115,NA,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]Cp(퇴직연금),2018.03.23,16,해외채권형,신흥국채권,삼성자산운용,없음,0.83%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]Cw,2018.04.18,78,해외채권형,신흥국채권,삼성자산운용,없음,0.23%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁UH[채권-재간접형]A,2018.12.11,32,해외채권형,신흥국채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁UH[채권-재간접형]C,2018.04.17,11,해외채권형,신흥국채권,삼성자산운용,없음,1.13%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징단기채권증권자투자신탁UH[채권-재간접형]Cf,2019.03.26,64,해외채권형,신흥국채권,삼성자산운용,없음,0.26%
AOUT,해외투자,T50,해외채권형,EW102ED106EG115,NA,,NA,삼성누버거버먼이머징단기채권증권자투자신탁UH[채권-재간접형]Cpe(퇴직연금),2018.03.16,24,해외채권형,신흥국채권,삼성자산운용,없음,0.52%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성누버거버먼차이나증권자투자신탁H 3[주식-재간접형]A,2009.11.11,16,해외주식형,중국주식,삼성자산운용,1.00%,1.01%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]A,2014.10.21,556,해외주식형,중국주식,삼성자산운용,1.00%,0.88%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Ae,2014.12.16,105,해외주식형,중국주식,삼성자산운용,0.50%,0.63%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C,2014.10.21,129,해외주식형,중국주식,삼성자산운용,없음,1.38%
AOUT,해외투자,T60,해외주식형,EG110,연금저축,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C-P,2014.10.24,469,해외주식형,중국주식,삼성자산운용,없음,0.88%
AOUT,해외투자,T60,해외주식형,EG110ED106,NA,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]C-Pe,2017.07.21,65,해외주식형,중국주식,삼성자산운용,없음,0.64%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Ce,2014.11.05,88,해외주식형,중국주식,삼성자산운용,없음,0.88%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cp(퇴직연금),2015.08.10,217,해외주식형,중국주식,삼성자산운용,없음,0.93%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cpe(퇴직연금),2017.08.11,112,해외주식형,중국주식,삼성자산운용,없음,0.65%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cw,2014.10.27,29,해외주식형,중국주식,삼성자산운용,없음,0.38%
AOUT,해외투자,T60,해외주식형,EG110,연금저축,,NA,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]S-P,2017.06.28,21,해외주식형,중국주식,삼성자산운용,없음,0.53%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성다이나믹韓증권투자회사[주식],2002.02.05,10,주식형,일반주식,삼성액티브자산운용,1.00%,1.10%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성달러표시단기채권증권자투자신탁H[채권]_Cf,2015.09.10,108,해외채권형,글로벌채권,삼성자산운용,없음,0.22%
AOUT,해외투자,T50,해외채권형,EG110,연금저축,,NA,삼성달러표시단기채권증권자투자신탁UH[채권]C-P,2016.02.25,12,해외채권형,글로벌채권,삼성자산운용,없음,0.35%
AOUT,해외투자,T50,해외채권형,ED106EG115,NA,,NA,삼성달러표시단기채권증권자투자신탁UH[채권]C-pe,2017.09.04,27,해외채권형,글로벌채권,삼성자산운용,없음,0.27%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성달러표시단기채권증권자투자신탁UH[채권]Cf,2017.12.28,17,해외채권형,글로벌채권,삼성자산운용,없음,0.22%
AOUT,해외투자,T50,해외채권형,EG115,퇴직연금,,NA,삼성달러표시단기채권증권자투자신탁UH[채권]Cp(퇴직연금),2016.02.18,72,해외채권형,글로벌채권,삼성자산운용,없음,0.33%
AOUT,해외투자,T50,해외채권형,ED106EG115,NA,,NA,삼성달러표시단기채권증권자투자신탁UH[채권]Cpe(퇴직연금),2018.12.27,58,해외채권형,글로벌채권,삼성자산운용,없음,0.26%
AIN,국내투자,T20,국내주식형,EN101,삼성그룹주,,NA,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식](A),2009.05.29,309,주식형,기타인덱스,삼성자산운용,1.00%,1.27%
AIN,국내투자,T20,국내주식형,EN101,삼성그룹주,,NA,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식](C5),2009.05.29,84,주식형,기타인덱스,삼성자산운용,없음,1.57%
AIN,국내투자,T20,국내주식형,EN101ED106,NA,,NA,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식](Ce),2009.05.29,76,주식형,기타인덱스,삼성자산운용,없음,1.47%
AIN,국내투자,T20,국내주식형,EN101,삼성그룹주,,NA,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식](적립식),2009.05.29,55,주식형,기타인덱스,삼성자산운용,없음,1.57%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,삼성당신을위한신연금ACTIVE증권전환형자투자신탁 1[주식],2008.11.25,239,주식형,일반주식,삼성자산운용,없음,1.37%
AOUT,해외투자,T60,해외주식형,EG110,연금저축,,NA,삼성당신을위한신연금글로벌증권전환형자투자신탁 1[주식],2008.11.18,12,해외주식형,글로벌주식,삼성자산운용,없음,1.46%
AOUT,해외투자,T60,해외주식형,EW102EG110,NA,,NA,삼성당신을위한신연금이머징다이나믹증권전환형자투자신탁 1[주식],2008.11.27,16,해외주식형,글로벌신흥국주식,삼성자산운용,없음,1.67%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,삼성당신을위한신연금코리아인덱스증권전환형자투자신탁 1[주식-파생형],2008.11.18,239,주식형,K200인덱스,삼성자산운용,없음,0.67%
AIN,국내투자,T10,국내채권형,EG110,연금저축,,NA,삼성당신을위한신연금코리아증권전환형자투자신탁 1[채권],2008.11.21,82,채권형,일반채권,삼성자산운용,없음,0.57%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성당신을위한인덱스증권자투자신탁 1[주식-파생형](A),2009.01.30,10,주식형,K200인덱스,삼성자산운용,1.00%,0.48%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,삼성당신을위한코리아대표그룹30증권투자신탁 1[채권혼합](A),2007.01.10,41,채권혼합형,일반채권혼합,삼성자산운용,0.80%,1.14%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,삼성당신을위한코리아대표그룹30증권투자신탁 1[채권혼합](C),2007.01.10,44,채권혼합형,일반채권혼합,삼성자산운용,없음,1.49%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성대한민국신수종산업증권자투자신탁 1[주식]_A,2010.08.20,30,주식형,일반주식,삼성자산운용,1.00%,1.48%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성대한민국신수종산업증권자투자신탁 1[주식]_C4,2010.08.20,11,주식형,일반주식,삼성자산운용,없음,1.68%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성대한민국신수종산업증권자투자신탁 1[주식]_Cf,2011.06.13,146,주식형,일반주식,삼성자산운용,없음,0.86%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성든든한코리아리딩컴퍼니목표전환형증권투자신탁 2[주식]A(전환조건달성시)삼성든든한코리아리딩컴퍼니,2017.11.20,567,주식형,일반주식,삼성자산운용,1.00%,0.51%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,삼성든든한코리아리딩컴퍼니목표전환형증권투자신탁 2[주식]Ae(전환조건달성시)삼성든든한코리아리딩컴퍼니,2017.11.20,46,주식형,일반주식,삼성자산운용,0.50%,0.44%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]A,2017.09.20,34,해외주식형,정보기술섹터,삼성자산운용,1.00%,0.93%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]C,2017.09.18,58,해외주식형,정보기술섹터,삼성자산운용,없음,1.28%
AOUT,해외투자,T60,해외주식형,EG110,연금저축,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]C-P,2017.10.17,10,해외주식형,정보기술섹터,삼성자산운용,없음,1.18%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]Cf,2017.10.11,10,해외주식형,정보기술섹터,삼성자산운용,없음,0.36%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]Cp(퇴직),2017.09.18,23,해외주식형,정보기술섹터,삼성자산운용,없음,0.98%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]Cpe(퇴직),2017.09.26,12,해외주식형,정보기술섹터,삼성자산운용,없음,0.65%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁H[주식-재간접형]Cw,2017.09.22,15,해외주식형,정보기술섹터,삼성자산운용,없음,0.33%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,삼성로스차일드4차산업빅데이터증권자투자신탁UH[주식-재간접형]Cp(퇴직),2017.09.27,14,해외주식형,정보기술섹터,삼성자산운용,없음,0.98%
AOUT,해외투자,,NA,,NA,,NA,삼성로스차일드유럽전환사채증권자투자신탁H[채권혼합-재간접형]_Cf,2016.10.13,20,해외특별자산,글로벌메자닌,삼성자산운용,없음,0.26%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성리딩섹터스마트목표전환증권투자신탁 1[주식],2011.01.24,22,주식형,일반주식,삼성자산운용,1.00%,1.53%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성마이베스트증권투자신탁 1[주식](Cw),2007.06.15,10,주식형,일반주식,삼성액티브자산운용,없음,0.79%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국그로스증권자투자신탁H[주식-재간접형]_A,2019.07.10,81,해외주식형,북미주식,삼성자산운용,1.00%,0.93%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국인덱스증권자투자신탁H[주식]_A,2016.03.17,11,해외주식형,북미주식,삼성자산운용,1.00%,0.85%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성미국인덱스증권자투자신탁H[주식]_Ae,2016.03.07,13,해외주식형,북미주식,삼성자산운용,0.50%,0.60%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성미국인덱스증권자투자신탁H[주식]_Ce,2016.03.29,15,해외주식형,북미주식,삼성자산운용,없음,0.84%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국인덱스증권자투자신탁H[주식]_Cf,2016.03.07,51,해외주식형,북미주식,삼성자산운용,없음,0.37%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,삼성미국인덱스증권자투자신탁H[주식]_Cpe(퇴직연금),2017.08.18,43,해외주식형,북미주식,삼성자산운용,없음,0.69%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,삼성미국인덱스증권자투자신탁UH[주식]Cp(퇴직연금),2018.02.20,11,해외주식형,북미주식,삼성자산운용,없음,1.04%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,삼성미국인덱스증권자투자신탁UH[주식]Cpe(퇴직연금),2017.11.01,20,해외주식형,북미주식,삼성자산운용,없음,0.69%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성미국코어밸런스증권자투자신탁H[주식혼합]A,2013.11.05,25,해외주식혼합형,북미주식혼합,삼성자산운용,1.00%,1.23%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성미국코어밸런스증권자투자신탁H[주식혼합]C4,2013.11.05,10,해외주식혼합형,북미주식혼합,삼성자산운용,없음,1.38%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성미국코어밸런스증권자투자신탁H[주식혼합]Cf,2013.10.02,826,해외주식혼합형,북미주식혼합,삼성자산운용,없음,0.66%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성미국코어밸런스증권자투자신탁H[주식혼합]Ci,2013.12.23,52,해외주식혼합형,북미주식혼합,삼성자산운용,없음,0.93%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국코어주식증권자투자신탁H[주식]_A,2010.03.12,35,해외주식형,북미주식,삼성자산운용,1.00%,1.88%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국코어주식증권자투자신탁H[주식]_Cf,2009.11.24,138,해외주식형,북미주식,삼성자산운용,없음,1.02%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성미국코어주식증권자투자신탁UH[주식]Cf,2018.01.29,18,해외주식형,북미주식,삼성자산운용,없음,1.02%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격장기채권증권자투자신탁H[채권]_C,2019.09.03,15,해외채권형,북미채권,삼성자산운용,없음,1.15%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격장기채권증권자투자신탁H[채권]_Ci,2019.10.07,50,해외채권형,북미채권,삼성자산운용,없음,0.68%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격장기채권증권자투자신탁H[채권]Cf,2017.09.21,"1,052",해외채권형,북미채권,삼성자산운용,없음,0.51%
AOUT,해외투자,T50,해외채권형,ED106EG115,NA,,NA,삼성미국투자적격장기채권증권자투자신탁H[채권]Cpe(퇴직연금),2018.04.27,22,해외채권형,북미채권,삼성자산운용,없음,0.71%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격중단기채권증권자투자신탁H[채권]_A,2019.09.09,48,해외채권형,북미채권,삼성자산운용,1.00%,0.69%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격중단기채권증권자투자신탁H[채권]_C,2019.09.03,11,해외채권형,북미채권,삼성자산운용,없음,1.03%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성미국투자적격중단기채권증권자투자신탁H[채권]Cf,2017.09.21,823,해외채권형,북미채권,삼성자산운용,없음,0.46%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,삼성배당주장기30증권자투자신탁 1[채권혼합](C),2005.11.01,12,채권혼합형,일반채권혼합,삼성자산운용,없음,1.44%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성배당주장기증권투자신탁 1[주식](A),2007.11.21,109,주식형,배당주식,삼성액티브자산운용,1.00%,1.68%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성배당주장기증권투자신탁 1[주식](C1),2005.05.10,20,주식형,배당주식,삼성액티브자산운용,없음,2.28%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성배당주장기증권투자신탁 1[주식](C5),2005.05.10,270,주식형,배당주식,삼성액티브자산운용,없음,1.78%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,삼성배당주장기증권투자신탁 1[주식](Ce),2007.11.21,64,주식형,배당주식,삼성액티브자산운용,없음,1.68%
